Year;st;State; y90 ; y95 ; y99 ; y995 ; y999 ; y9999 
1980;27;Montana; 98.111 ; 113.595 ; 196.890 ; 269.699 ; 468.558 ; 1.344.955 
1980;28;Nebraska; 101.939 ; 125.244 ; 223.020 ; 305.891 ; 589.199 ; 1.553.854 
1980;29;Nevada; 111.530 ; 145.458 ; 279.992 ; 393.226 ; 888.752 ; 3.756.212 
1980;30;New Hampshire; 103.644 ; 129.810 ; 214.748 ; 297.840 ; 586.048 ; 1.783.223 
1980;31;New Jersey; 118.696 ; 152.916 ; 283.351 ; 368.379 ; 748.248 ; 2.000.924 
1980;32;New Mexico; 100.190 ; 124.232 ; 198.024 ; 284.633 ; 556.915 ; 1.499.920 
1980;33;New York; 106.471 ; 138.908 ; 269.192 ; 363.378 ; 800.874 ; 2.947.011 
1980;34;North Carolina; 94.462 ; 112.200 ; 199.929 ; 288.982 ; 561.873 ; 1.422.514 
1980;35;North Dakota; 95.377 ; 111.494 ; 201.093 ; 291.381 ; 533.831 ; 1.204.290 
1980;36;Ohio; 103.010 ; 126.046 ; 202.794 ; 302.145 ; 603.096 ; 1.729.081 
1980;37;Oklahoma; 103.337 ; 132.785 ; 248.896 ; 352.385 ; 749.059 ; 2.610.614 
1980;38;Oregon; 105.321 ; 131.245 ; 198.892 ; 297.139 ; 587.434 ; 1.523.691 
1980;39;Pennsylvania; 100.156 ; 121.356 ; 202.182 ; 299.717 ; 603.403 ; 1.616.057 
1980;40;Rhode Island; 96.286 ; 113.462 ; 210.073 ; 301.558 ; 597.723 ; 1.615.129 
1980;41;South Carolina; 93.916 ; 109.942 ; 191.653 ; 267.489 ; 498.954 ; 1.276.824 
1980;42;South Dakota; 89.623 ; 111.634 ; 193.690 ; 267.353 ; 393.578 ; 1.102.675 
1980;43;Tennessee; 92.487 ; 112.983 ; 194.919 ; 286.916 ; 594.239 ; 1.527.087 
1980;44;Texas; 112.070 ; 146.689 ; 288.811 ; 387.410 ; 847.549 ; 3.246.783 
1980;45;Utah; 104.190 ; 127.526 ; 204.124 ; 294.995 ; 581.850 ; 1.715.192 
1980;46;Vermont; 91.750 ; 113.986 ; 193.589 ; 258.090 ; 409.445 ; 1.192.770 
1980;47;Virginia; 108.996 ; 143.496 ; 239.963 ; 306.578 ; 586.246 ; 1.564.348 
1980;48;Washington; 113.484 ; 145.637 ; 246.945 ; 323.389 ; 608.721 ; 1.640.696 
1980;49;West Virginia; 94.317 ; 110.242 ; 185.890 ; 252.925 ; 527.419 ; 1.338.230 
1980;50;Wisconsin; 102.843 ; 123.794 ; 203.864 ; 297.227 ; 567.090 ; 1.441.168 
1980;51;Wyoming; 115.085 ; 148.144 ; 276.054 ; 367.787 ; 786.642 ; 2.693.259 
1981;0;United States; 109.496 ; 139.735 ; 257.090 ; 360.737 ; 867.872 ; 3.399.884 
1981;1;Alabama; 92.283 ; 112.735 ; 171.306 ; 257.299 ; 522.735 ; 1.362.228 
1981;2;Alaska; 163.051 ; 180.184 ; 291.582 ; 346.080 ; 646.137 ; 1.732.054 
1981;3;Arizona; 105.780 ; 134.924 ; 236.224 ; 304.781 ; 597.542 ; 1.877.795 
1981;4;Arkansas; 85.524 ; 101.147 ; 178.840 ; 252.923 ; 495.854 ; 1.322.837 
1981;5;California; 114.709 ; 146.764 ; 268.109 ; 351.509 ; 731.736 ; 2.498.980 
1981;6;Colorado; 117.707 ; 146.985 ; 267.972 ; 338.023 ; 714.021 ; 1.978.562 
1981;7;Connecticut; 120.301 ; 159.687 ; 313.317 ; 404.160 ; 870.220 ; 2.885.859 
1981;8;Delaware; 115.334 ; 143.658 ; 256.522 ; 321.623 ; 701.208 ; 3.073.093 
1981;9;District of Columbia; 110.590 ; 146.968 ; 287.697 ; 379.121 ; 803.126 ; 2.869.576 
1981;10;Florida; 99.696 ; 132.614 ; 267.714 ; 351.211 ; 744.000 ; 2.647.382 
1981;11;Georgia; 100.571 ; 128.505 ; 204.603 ; 281.638 ; 551.665 ; 1.409.166 
1981;12;Hawaii; 108.327 ; 139.625 ; 231.545 ; 291.723 ; 549.943 ; 1.571.225 
1981;13;Idaho; 94.130 ; 116.115 ; 195.008 ; 270.712 ; 485.762 ; 1.350.230 
1981;14;Illinois; 109.532 ; 139.574 ; 256.274 ; 338.831 ; 694.738 ; 1.939.102 
1981;15;Indiana; 102.247 ; 128.228 ; 183.885 ; 273.277 ; 532.461 ; 1.375.109 
1981;16;Iowa; 100.106 ; 126.471 ; 200.222 ; 274.576 ; 526.988 ; 1.375.877 
1981;17;Kansas; 108.770 ; 136.805 ; 245.984 ; 325.627 ; 666.549 ; 1.823.608 
1981;18;Kentucky; 92.807 ; 114.754 ; 183.758 ; 273.233 ; 534.064 ; 1.540.754 
1981;19;Louisiana; 107.472 ; 136.817 ; 250.196 ; 338.680 ; 758.337 ; 2.033.031 
1981;20;Maine; 86.488 ; 104.403 ; 175.134 ; 239.093 ; 441.055 ; 1.014.433 
1981;21;Maryland; 122.013 ; 151.341 ; 259.805 ; 322.096 ; 639.300 ; 1.737.067 
1981;22;Massachusetts; 102.297 ; 133.170 ; 253.362 ; 322.276 ; 656.863 ; 1.747.481 
1981;23;Michigan; 107.714 ; 137.045 ; 214.726 ; 282.925 ; 564.699 ; 1.507.631 
1981;24;Minnesota; 103.578 ; 132.168 ; 225.760 ; 308.054 ; 571.136 ; 1.553.893 
1981;25;Mississippi; 86.719 ; 104.359 ; 181.102 ; 262.082 ; 523.308 ; 1.341.177 
1981;26;Missouri; 98.685 ; 125.875 ; 213.557 ; 281.107 ; 561.683 ; 1.645.170 
1981;27;Montana; 96.468 ; 122.264 ; 186.400 ; 260.734 ; 462.156 ; 1.191.198 
1981;28;Nebraska; 97.515 ; 123.548 ; 203.825 ; 282.370 ; 539.758 ; 1.434.310 
1981;29;Nevada; 113.658 ; 141.931 ; 264.056 ; 354.507 ; 829.216 ; 3.633.213 
1981;30;New Hampshire; 100.755 ; 129.019 ; 229.846 ; 284.042 ; 545.563 ; 1.547.409 
1981;31;New Jersey; 119.521 ; 151.950 ; 274.201 ; 348.152 ; 723.183 ; 1.998.713 
1981;32;New Mexico; 97.112 ; 124.512 ; 207.865 ; 274.998 ; 518.331 ; 1.425.985 
1981;33;New York; 105.356 ; 138.508 ; 267.401 ; 349.558 ; 772.800 ; 2.987.294 
1981;34;North Carolina; 94.139 ; 119.064 ; 190.921 ; 274.272 ; 518.317 ; 1.323.104 
1981;35;North Dakota; 100.953 ; 129.636 ; 231.022 ; 290.896 ; 522.193 ; 1.180.906 
1981;36;Ohio; 100.475 ; 127.427 ; 200.090 ; 285.028 ; 586.153 ; 1.641.019 
1981;37;Oklahoma; 103.659 ; 136.981 ; 267.488 ; 359.176 ; 721.989 ; 2.487.988 
1981;38;Oregon; 100.326 ; 128.266 ; 211.445 ; 275.980 ; 536.266 ; 1.372.401 
1981;39;Pennsylvania; 99.053 ; 125.624 ; 207.957 ; 285.362 ; 565.923 ; 1.606.506 
1981;40;Rhode Island; 95.955 ; 121.017 ; 188.461 ; 279.456 ; 555.914 ; 1.455.565 
1981;41;South Carolina; 92.824 ; 109.604 ; 176.606 ; 260.950 ; 495.663 ; 1.301.713 
1981;42;South Dakota; 90.431 ; 113.581 ; 166.848 ; 223.000 ; 462.060 ; 992.162 
1981;43;Tennessee; 91.675 ; 113.074 ; 179.755 ; 275.809 ; 554.975 ; 1.483.381 
1981;44;Texas; 116.884 ; 148.662 ; 283.252 ; 369.902 ; 853.881 ; 3.293.048 
1981;45;Utah; 102.747 ; 130.409 ; 204.414 ; 275.663 ; 547.854 ; 1.705.210 
1981;46;Vermont; 90.781 ; 112.171 ; 179.007 ; 244.029 ; 394.606 ; 1.068.194 
1981;47;Virginia; 110.608 ; 142.179 ; 239.863 ; 284.730 ; 563.019 ; 1.561.079 
1981;48;Washington; 110.466 ; 141.046 ; 239.637 ; 299.071 ; 563.814 ; 1.483.770 
1981;49;West Virginia; 91.113 ; 104.775 ; 173.552 ; 247.454 ; 483.228 ; 1.321.533 
1981;50;Wisconsin; 101.102 ; 126.617 ; 192.456 ; 276.662 ; 535.818 ; 1.352.718 
1981;51;Wyoming; 114.424 ; 145.215 ; 270.834 ; 355.102 ; 799.900 ; 2.493.200 
1982;0;United States; 108.386 ; 137.521 ; 256.750 ; 363.296 ; 912.481 ; 4.084.462 
1982;1;Alabama; 91.453 ; 120.259 ; 194.216 ; 256.778 ; 491.074 ; 1.241.680 
1982;2;Alaska; 167.274 ; 206.832 ; 338.592 ; 418.666 ; 685.372 ; 1.387.317 
1982;3;Arizona; 106.493 ; 129.354 ; 226.909 ; 297.225 ; 556.283 ; 1.363.766 
1982;4;Arkansas; 81.122 ; 115.464 ; 187.253 ; 250.645 ; 493.272 ; 1.299.405 
1982;5;California; 117.462 ; 142.261 ; 273.994 ; 363.360 ; 699.831 ; 1.787.493 
1982;6;Colorado; 120.860 ; 145.193 ; 276.136 ; 364.216 ; 692.686 ; 1.737.600 
1982;7;Connecticut; 123.000 ; 154.627 ; 323.715 ; 444.997 ; 931.608 ; 2.681.039 
1982;8;Delaware; 116.329 ; 137.477 ; 256.669 ; 335.851 ; 627.030 ; 1.531.809 
1982;9;District of Columbia; 108.805 ; 142.738 ; 301.888 ; 416.820 ; 881.570 ; 2.574.348 
1982;10;Florida; 101.183 ; 128.831 ; 262.039 ; 367.143 ; 803.396 ; 2.463.170 
1982;11;Georgia; 102.189 ; 127.566 ; 220.452 ; 288.115 ; 536.405 ; 1.305.183 
1982;12;Hawaii; 117.025 ; 136.185 ; 231.050 ; 290.121 ; 492.216 ; 1.048.588 
1982;13;Idaho; 96.507 ; 122.414 ; 192.974 ; 250.105 ; 456.697 ; 1.080.829 
1982;14;Illinois; 114.464 ; 133.911 ; 255.673 ; 339.634 ; 656.696 ; 1.686.724 
1982;15;Indiana; 105.138 ; 126.511 ; 206.225 ; 268.399 ; 494.884 ; 1.187.585 
1982;16;Iowa; 104.343 ; 126.708 ; 211.261 ; 276.318 ; 515.376 ; 1.257.273 
1982;17;Kansas; 111.893 ; 132.174 ; 247.943 ; 330.442 ; 643.787 ; 1.671.603 
1982;18;Kentucky; 93.909 ; 121.435 ; 201.096 ; 269.700 ; 533.180 ; 1.413.658 
1982;19;Louisiana; 110.024 ; 132.136 ; 254.149 ; 341.971 ; 681.220 ; 1.825.939 
1982;20;Maine; 87.842 ; 117.370 ; 180.312 ; 238.876 ; 458.980 ; 1.168.324 
1982;21;Maryland; 123.321 ; 149.486 ; 260.600 ; 331.076 ; 577.167 ; 1.278.289 
1982;22;Massachusetts; 110.760 ; 132.658 ; 252.848 ; 337.720 ; 661.333 ; 1.729.743 
1982;23;Michigan; 111.984 ; 131.468 ; 224.823 ; 288.501 ; 514.788 ; 1.178.737 
1982;24;Minnesota; 111.427 ; 131.316 ; 233.940 ; 306.368 ; 573.100 ; 1.403.966 
1982;25;Mississippi; 80.852 ; 115.200 ; 186.867 ; 251.344 ; 500.245 ; 1.339.160 
1982;26;Missouri; 104.061 ; 127.471 ; 224.026 ; 298.022 ; 578.166 ; 1.492.130 
1982;27;Montana; 101.909 ; 125.557 ; 204.670 ; 265.433 ; 485.404 ; 1.151.201 
1982;28;Nebraska; 104.425 ; 127.234 ; 219.814 ; 291.137 ; 559.071 ; 1.421.928 
1982;29;Nevada; 110.834 ; 131.557 ; 264.372 ; 365.689 ; 776.718 ; 2.281.977 
1982;30;New Hampshire; 108.867 ; 129.704 ; 227.717 ; 299.349 ; 564.913 ; 1.401.419 
1982;31;New Jersey; 122.219 ; 149.848 ; 285.888 ; 377.590 ; 720.385 ; 1.815.237 
1982;32;New Mexico; 105.487 ; 128.572 ; 218.435 ; 282.839 ; 515.344 ; 1.215.827 
1982;33;New York; 111.530 ; 134.381 ; 286.875 ; 398.666 ; 855.955 ; 2.553.933 
1982;34;North Carolina; 94.097 ; 122.136 ; 201.278 ; 265.139 ; 502.760 ; 1.255.814 
1982;35;North Dakota; 105.633 ; 128.260 ; 215.624 ; 278.747 ; 505.980 ; 1.187.324 
1982;36;Ohio; 106.443 ; 127.861 ; 218.937 ; 288.546 ; 547.778 ; 1.370.534 
1982;37;Oklahoma; 112.921 ; 134.377 ; 276.244 ; 377.734 ; 781.125 ; 2.208.761 
1982;38;Oregon; 102.312 ; 125.912 ; 205.914 ; 266.622 ; 485.780 ; 1.146.022 
1982;39;Pennsylvania; 102.635 ; 126.493 ; 219.969 ; 293.196 ; 571.379 ; 1.484.179 
1982;40;Rhode Island; 97.556 ; 123.979 ; 210.364 ; 279.736 ; 542.188 ; 1.397.426 
1982;41;South Carolina; 94.067 ; 121.260 ; 191.779 ; 250.108 ; 463.349 ; 1.119.481 
1982;42;South Dakota; 88.528 ; 118.380 ; 184.146 ; 240.445 ; 446.701 ; 1.083.605 
1982;43;Tennessee; 91.727 ; 121.197 ; 205.945 ; 277.085 ; 551.848 ; 1.478.721 
1982;44;Texas; 118.595 ; 145.203 ; 301.606 ; 413.203 ; 858.276 ; 2.442.387 
1982;45;Utah; 108.818 ; 128.576 ; 214.004 ; 277.631 ; 508.100 ; 1.206.360 
1982;46;Vermont; 90.464 ; 119.975 ; 186.871 ; 239.572 ; 426.539 ; 973.588 
1982;47;Virginia; 117.139 ; 139.839 ; 241.397 ; 305.384 ; 527.168 ; 1.151.240 
1982;48;Washington; 116.426 ; 133.923 ; 232.489 ; 296.295 ; 520.327 ; 1.164.532 
1982;49;West Virginia; 94.758 ; 120.738 ; 187.887 ; 247.942 ; 472.095 ; 1.186.211 
1982;50;Wisconsin; 104.784 ; 126.325 ; 211.177 ; 279.556 ; 536.206 ; 1.361.495 
1982;51;Wyoming; 120.169 ; 137.241 ; 257.404 ; 337.479 ; 632.963 ; 1.556.475 
1983;0;United States; 109.074 ; 140.286 ; 266.555 ; 382.399 ; 1.001.095 ; 4.395.510 
1983;1;Alabama; 91.915 ; 118.237 ; 197.243 ; 259.646 ; 491.557 ; 1.225.026 
1983;2;Alaska; 155.095 ; 193.515 ; 323.509 ; 403.647 ; 674.800 ; 1.407.549 
1983;3;Arizona; 101.978 ; 124.859 ; 222.621 ; 291.669 ; 546.144 ; 1.339.825 
1983;4;Arkansas; 81.825 ; 113.288 ; 190.946 ; 257.903 ; 518.287 ; 1.406.792 
1983;5;California; 115.663 ; 143.232 ; 278.171 ; 370.224 ; 719.015 ; 1.858.504 
1983;6;Colorado; 116.789 ; 141.679 ; 261.429 ; 340.357 ; 628.035 ; 1.508.736 
1983;7;Connecticut; 121.522 ; 156.976 ; 332.360 ; 459.105 ; 972.049 ; 2.842.943 
1983;8;Delaware; 114.761 ; 137.962 ; 255.952 ; 334.004 ; 619.655 ; 1.500.173 
1983;9;District of Columbia; 111.671 ; 147.522 ; 315.592 ; 437.889 ; 936.772 ; 2.780.623 
1983;10;Florida; 98.013 ; 124.749 ; 259.490 ; 364.297 ; 800.855 ; 2.471.650 
1983;11;Georgia; 102.211 ; 125.525 ; 227.616 ; 299.213 ; 564.644 ; 1.400.705 
1983;12;Hawaii; 113.782 ; 134.628 ; 229.211 ; 288.248 ; 490.757 ; 1.050.746 
1983;13;Idaho; 96.103 ; 119.582 ; 192.611 ; 248.999 ; 451.988 ; 1.060.649 
1983;14;Illinois; 112.948 ; 133.745 ; 260.118 ; 346.409 ; 673.724 ; 1.744.994 
1983;15;Indiana; 104.174 ; 123.621 ; 209.619 ; 273.162 ; 505.148 ; 1.217.327 
1983;16;Iowa; 103.378 ; 123.658 ; 214.124 ; 281.137 ; 529.043 ; 1.307.122 
1983;17;Kansas; 110.140 ; 128.762 ; 246.717 ; 327.528 ; 632.355 ; 1.620.775 
1983;18;Kentucky; 92.230 ; 118.006 ; 201.862 ; 272.137 ; 544.523 ; 1.468.850 
1983;19;Louisiana; 106.579 ; 127.680 ; 249.065 ; 335.196 ; 668.028 ; 1.791.745 
1983;20;Maine; 89.542 ; 115.697 ; 187.863 ; 252.465 ; 501.470 ; 1.338.589 
1983;21;Maryland; 122.262 ; 152.127 ; 272.050 ; 349.438 ; 624.903 ; 1.435.409 
1983;22;Massachusetts; 112.398 ; 135.070 ; 268.267 ; 360.506 ; 716.013 ; 1.911.061 
1983;23;Michigan; 112.181 ; 129.364 ; 227.473 ; 290.064 ; 510.047 ; 1.143.643 
1983;24;Minnesota; 109.619 ; 128.035 ; 238.343 ; 313.938 ; 595.175 ; 1.486.231 
1983;25;Mississippi; 81.114 ; 112.778 ; 185.446 ; 246.975 ; 480.379 ; 1.244.373 
1983;26;Missouri; 104.178 ; 125.268 ; 228.088 ; 302.234 ; 580.997 ; 1.479.944 
1983;27;Montana; 99.515 ; 121.439 ; 199.447 ; 258.058 ; 469.372 ; 1.104.601 
1983;28;Nebraska; 103.255 ; 124.149 ; 222.793 ; 296.028 ; 572.709 ; 1.472.200 
1983;29;Nevada; 107.029 ; 127.055 ; 263.774 ; 367.426 ; 793.199 ; 2.385.241 
1983;30;New Hampshire; 109.437 ; 128.085 ; 240.146 ; 317.169 ; 605.083 ; 1.524.599 
1983;31;New Jersey; 121.559 ; 154.173 ; 300.316 ; 400.212 ; 779.580 ; 2.023.682 
1983;32;New Mexico; 99.471 ; 123.382 ; 210.006 ; 270.628 ; 487.655 ; 1.132.380 
1983;33;New York; 112.156 ; 138.804 ; 299.132 ; 416.367 ; 897.298 ; 2.691.600 
1983;34;North Carolina; 94.689 ; 119.918 ; 204.336 ; 269.560 ; 512.868 ; 1.287.257 
1983;35;North Dakota; 103.584 ; 124.104 ; 208.483 ; 268.027 ; 480.305 ; 1.106.531 
1983;36;Ohio; 106.921 ; 125.561 ; 222.258 ; 291.405 ; 546.572 ; 1.344.117 
1983;37;Oklahoma; 108.415 ; 129.107 ; 263.634 ; 358.922 ; 734.738 ; 2.047.688 
1983;38;Oregon; 102.648 ; 123.451 ; 211.708 ; 276.503 ; 513.989 ; 1.247.871 
1983;39;Pennsylvania; 102.546 ; 123.987 ; 223.914 ; 298.408 ; 581.332 ; 1.509.271 
1983;40;Rhode Island; 100.966 ; 123.101 ; 222.216 ; 297.840 ; 587.959 ; 1.555.671 
1983;41;South Carolina; 92.941 ; 118.292 ; 193.214 ; 252.488 ; 469.949 ; 1.143.042 
1983;42;South Dakota; 86.947 ; 114.771 ; 183.779 ; 243.067 ; 465.240 ; 1.177.760 
1983;43;Tennessee; 92.768 ; 119.195 ; 209.551 ; 281.917 ; 561.383 ; 1.503.934 
1983;44;Texas; 114.109 ; 141.363 ; 292.736 ; 400.526 ; 829.414 ; 2.349.993 
1983;45;Utah; 107.417 ; 125.460 ; 215.633 ; 279.274 ; 509.115 ; 1.202.033 
1983;46;Vermont; 92.492 ; 118.672 ; 193.829 ; 250.789 ; 456.147 ; 1.073.472 
1983;47;Virginia; 116.242 ; 141.357 ; 246.972 ; 314.061 ; 548.712 ; 1.219.108 
1983;48;Washington; 113.116 ; 130.378 ; 232.130 ; 297.596 ; 529.850 ; 1.209.415 
1983;49;West Virginia; 92.243 ; 116.940 ; 183.648 ; 239.480 ; 443.560 ; 1.071.321 
1983;50;Wisconsin; 104.050 ; 123.305 ; 210.895 ; 277.398 ; 524.202 ; 1.302.957 
1983;51;Wyoming; 116.049 ; 133.318 ; 249.109 ; 326.076 ; 609.282 ; 1.490.209 
1984;0;United States; 111.942 ; 145.395 ; 279.160 ; 397.343 ; 1.037.946 ; 5.117.905 
1984;1;Alabama; 89.755 ; 115.785 ; 209.577 ; 276.737 ; 527.689 ; 1.328.651 
1984;2;Alaska; 152.821 ; 192.327 ; 328.021 ; 412.818 ; 704.079 ; 1.511.265 
1984;3;Arizona; 100.191 ; 127.463 ; 243.303 ; 321.414 ; 613.518 ; 1.547.061 
1984;4;Arkansas; 84.285 ; 108.754 ; 197.936 ; 263.875 ; 514.450 ; 1.337.092 
1984;5;California; 116.382 ; 152.054 ; 297.964 ; 398.100 ; 780.111 ; 2.042.439 
1984;6;Colorado; 114.832 ; 146.042 ; 273.299 ; 357.974 ; 669.903 ; 1.642.048 
1984;7;Connecticut; 122.264 ; 166.911 ; 353.560 ; 488.488 ; 1.034.740 ; 3.028.303 
1984;8;Delaware; 113.682 ; 144.797 ; 272.142 ; 357.121 ; 671.199 ; 1.655.415 
1984;9;District of Columbia; 109.021 ; 151.982 ; 333.518 ; 467.865 ; 1.026.708 ; 3.160.639 
1984;10;Florida; 95.055 ; 127.646 ; 283.720 ; 400.207 ; 889.543 ; 2.788.969 
1984;11;Georgia; 99.953 ; 128.081 ; 243.430 ; 320.986 ; 610.067 ; 1.528.904 
1984;12;Hawaii; 109.930 ; 136.960 ; 247.064 ; 318.533 ; 574.606 ; 1.336.386 
1984;13;Idaho; 90.045 ; 115.885 ; 204.314 ; 266.364 ; 493.070 ; 1.189.925 
1984;14;Illinois; 110.814 ; 140.710 ; 275.837 ; 368.597 ; 722.570 ; 1.892.809 
1984;15;Indiana; 99.723 ; 122.872 ; 221.365 ; 286.633 ; 522.259 ; 1.232.147 
1984;16;Iowa; 92.888 ; 119.340 ; 211.566 ; 274.712 ; 503.800 ; 1.199.697 
1984;17;Kansas; 106.164 ; 133.118 ; 252.328 ; 332.336 ; 629.951 ; 1.572.703 
1984;18;Kentucky; 89.642 ; 115.005 ; 208.768 ; 277.466 ; 537.123 ; 1.381.923 
1984;19;Louisiana; 99.947 ; 127.079 ; 250.413 ; 335.372 ; 660.859 ; 1.744.062 
1984;20;Maine; 87.103 ; 110.969 ; 197.299 ; 261.269 ; 501.508 ; 1.274.766 
1984;21;Maryland; 122.771 ; 158.057 ; 286.616 ; 370.361 ; 671.603 ; 1.573.709 
1984;22;Massachusetts; 111.891 ; 144.215 ; 286.525 ; 385.097 ; 765.110 ; 2.043.075 
1984;23;Michigan; 112.685 ; 139.263 ; 244.835 ; 312.180 ; 548.836 ; 1.230.303 
1984;24;Minnesota; 106.905 ; 132.405 ; 245.984 ; 321.188 ; 596.705 ; 1.447.481 
1984;25;Mississippi; 83.170 ; 107.014 ; 193.116 ; 256.938 ; 498.617 ; 1.287.408 
1984;26;Missouri; 100.631 ; 126.106 ; 240.421 ; 317.442 ; 605.204 ; 1.523.461 
1984;27;Montana; 91.272 ; 117.498 ; 205.581 ; 266.145 ; 484.717 ; 1.142.859 
1984;28;Nebraska; 94.139 ; 120.990 ; 224.697 ; 296.492 ; 564.432 ; 1.417.840 
1984;29;Nevada; 102.247 ; 128.309 ; 286.983 ; 405.900 ; 907.856 ; 2.871.962 
1984;30;New Hampshire; 108.376 ; 135.736 ; 260.105 ; 344.188 ; 659.554 ; 1.672.444 
1984;31;New Jersey; 123.072 ; 163.355 ; 318.430 ; 424.482 ; 827.449 ; 2.150.151 
1984;32;New Mexico; 93.208 ; 121.188 ; 217.331 ; 281.441 ; 512.931 ; 1.210.585 
1984;33;New York; 111.502 ; 148.093 ; 318.926 ; 443.784 ; 955.714 ; 2.863.956 
1984;34;North Carolina; 91.674 ; 119.223 ; 221.403 ; 292.922 ; 561.080 ; 1.421.890 
1984;35;North Dakota; 93.507 ; 120.610 ; 210.820 ; 270.684 ; 483.626 ; 1.109.449 
1984;36;Ohio; 103.005 ; 126.039 ; 233.102 ; 303.777 ; 561.819 ; 1.354.087 
1984;37;Oklahoma; 102.757 ; 132.089 ; 267.696 ; 362.880 ; 735.425 ; 2.020.390 
1984;38;Oregon; 95.116 ; 121.466 ; 219.678 ; 285.919 ; 527.231 ; 1.265.362 
1984;39;Pennsylvania; 95.792 ; 122.678 ; 238.771 ; 319.764 ; 630.030 ; 1.662.423 
1984;40;Rhode Island; 94.922 ; 122.203 ; 237.721 ; 318.800 ; 630.162 ; 1.670.464 
1984;41;South Carolina; 90.556 ; 116.408 ; 205.081 ; 267.082 ; 493.193 ; 1.186.065 
1984;42;South Dakota; 83.901 ; 106.512 ; 188.117 ; 247.728 ; 469.408 ; 1.171.310 
1984;43;Tennessee; 90.001 ; 117.005 ; 222.331 ; 299.107 ; 595.598 ; 1.595.539 
1984;44;Texas; 112.436 ; 148.155 ; 310.222 ; 426.482 ; 893.011 ; 2.570.638 
1984;45;Utah; 101.649 ; 123.720 ; 222.564 ; 287.127 ; 518.710 ; 1.208.912 
1984;46;Vermont; 89.409 ; 116.308 ; 204.995 ; 265.589 ; 484.564 ; 1.145.406 
1984;47;Virginia; 115.709 ; 146.865 ; 262.902 ; 337.833 ; 604.753 ; 1.391.114 
1984;48;Washington; 109.484 ; 134.884 ; 242.910 ; 312.952 ; 563.588 ; 1.307.610 
1984;49;West Virginia; 88.882 ; 112.414 ; 187.430 ; 241.086 ; 432.551 ; 998.245 
1984;50;Wisconsin; 97.312 ; 121.286 ; 220.536 ; 288.590 ; 538.873 ; 1.316.722 
1984;51;Wyoming; 111.775 ; 136.074 ; 248.234 ; 321.593 ; 586.670 ; 1.386.518 
1985;0;United States; 114.606 ; 150.615 ; 296.924 ; 422.798 ; 1.192.102 ; 5.469.396 
1985;1;Alabama; 91.056 ; 117.930 ; 217.778 ; 285.340 ; 534.361 ; 1.311.156 
1985;2;Alaska; 149.770 ; 187.553 ; 316.208 ; 395.978 ; 667.606 ; 1.409.512 
1985;3;Arizona; 105.290 ; 134.297 ; 254.174 ; 334.547 ; 633.174 ; 1.577.304 
1985;4;Arkansas; 84.881 ; 110.607 ; 203.130 ; 269.548 ; 519.890 ; 1.330.604 
1985;5;California; 118.746 ; 158.054 ; 309.959 ; 414.264 ; 812.410 ; 2.129.346 
1985;6;Colorado; 114.663 ; 146.985 ; 271.829 ; 354.240 ; 655.121 ; 1.578.870 
1985;7;Connecticut; 127.679 ; 175.788 ; 369.347 ; 508.516 ; 1.068.441 ; 3.090.767 
1985;8;Delaware; 115.417 ; 148.169 ; 273.424 ; 355.985 ; 656.921 ; 1.578.299 
1985;9;District of Columbia; 110.640 ; 155.059 ; 345.399 ; 487.663 ; 1.086.283 ; 3.416.374 
1985;10;Florida; 100.121 ; 133.643 ; 292.467 ; 409.792 ; 896.798 ; 2.749.870 
1985;11;Georgia; 105.554 ; 135.452 ; 257.755 ; 340.054 ; 647.098 ; 1.624.551 
1985;12;Hawaii; 112.539 ; 141.014 ; 244.855 ; 310.541 ; 539.217 ; 1.187.461 
1985;13;Idaho; 89.051 ; 114.681 ; 209.130 ; 275.595 ; 523.077 ; 1.308.326 
1985;14;Illinois; 111.928 ; 144.560 ; 281.531 ; 375.144 ; 730.595 ; 1.895.947 
1985;15;Indiana; 102.213 ; 125.572 ; 224.581 ; 288.477 ; 515.931 ; 1.185.251 
1985;16;Iowa; 92.341 ; 117.498 ; 207.088 ; 266.343 ; 477.748 ; 1.102.156 
1985;17;Kansas; 107.156 ; 135.693 ; 258.475 ; 341.152 ; 649.842 ; 1.633.797 
1985;18;Kentucky; 89.303 ; 115.237 ; 211.155 ; 278.073 ; 526.942 ; 1.314.994 
1985;19;Louisiana; 100.321 ; 128.220 ; 245.760 ; 325.238 ; 623.387 ; 1.581.262 
1985;20;Maine; 88.146 ; 113.605 ; 206.863 ; 273.237 ; 521.388 ; 1.314.133 
1985;21;Maryland; 126.094 ; 163.277 ; 297.521 ; 385.256 ; 702.007 ; 1.656.398 
1985;22;Massachusetts; 115.332 ; 151.682 ; 298.488 ; 399.524 ; 786.204 ; 2.070.828 
1985;23;Michigan; 116.143 ; 146.263 ; 256.217 ; 326.186 ; 571.400 ; 1.274.302 
1985;24;Minnesota; 108.149 ; 136.046 ; 254.938 ; 334.119 ; 626.107 ; 1.537.667 
1985;25;Mississippi; 83.662 ; 108.803 ; 193.127 ; 252.519 ; 470.635 ; 1.146.899 
1985;26;Missouri; 103.214 ; 130.267 ; 246.717 ; 324.828 ; 615.201 ; 1.534.032 
1985;27;Montana; 88.971 ; 114.084 ; 196.611 ; 252.613 ; 452.056 ; 1.039.383 
